[[{'duration': 6.32, 'start': 1.12, 'text': '자, 10주차 이제 최적화 부분 한번'},
  {'duration': 4.479, 'start': 5.16, 'text': '미션 같이 한번 진행해 보도록'},
  {'duration': 5.2, 'start': 77.52, 'text': '충분히 또 다섯 명 인원이 있잖아요.'},
  {'duration': 4.281, 'start': 80.079, 'text': '아마 사실 대부분의 팀 같은 경우에는'},
  {'duration': 4.24, 'start': 82.72, 'text': '열심히 하는 한두 분만 하는 거를'},
  {'duration': 5.04, 'start': 84.36, 'text': '제가 너무 잘 알고 있지만 그래도'},
  {'duration': 4.76, 'start': 86.96, 'text': '이게 데모데이에서 끝나는게 아니라'},
  {'duration': 4.88, 'start': 89.4, 'text': '여러분들이 조금 더이 프로젝트를'},
  {'duration': 5.28, 'start': 91.72, 'text': '이어가시면서 좀 최적화 부분도 신경을'},
  {'duration': 5.479, 'start': 94.28, 'text': '써 보고 다른 기능들을 넣으면서 뭐'},
  {'duration': 4.52, 'start': 97.0, 'text': '디벨롭을 해 보시거나 아니면은 뭔가'},
  {'duration': 3.841, 'start': 99.759, 'text': '창업 이런 거를'},
  {'duration': 4.599, 'start': 101.52, 'text': '해보시다신다던가 이런 거에 조금 신경'},
  {'duration': 4.479, 'start': 103.6, 'text': '쓸 수 있도록 제가 한번 최적화 부분'},
  {'duration': 5.28, 'start': 106.119, 'text': '이번에는 넣어 가지고 강의를 진행해'},
  {'duration': 5.961, 'start': 108.079, 'text': '드렸고요. 아마 이번 주 차가 사실은'},
  {'duration': 4.561, 'start': 111.399, 'text': '마지막이 아니고 아마 11주차 또'},
  {'duration': 4.2, 'start': 114.04, 'text': '많게는 12주차까지 있어 가지고 뭐'},
  {'duration': 4.4, 'start': 115.96, 'text': '배포나 그 외의 것들을 조금 다뤄'},
  {'duration': 4.68, 'start': 118.24, 'text': '드리고 싶기는 한데 그렇게 해서 아마'},
  {'duration': 4.6, 'start': 120.36, 'text': '진행을 할 거 같고. 자, 아마'},
  {'duration': 4.199, 'start': 122.92, 'text': '여러분들이 유즈 메모, 유즈콜백 메모'},
  {'duration': 4.2, 'start': 124.96, 'text': '이렇게 들으시면서 대충 이해는'},
  {'duration': 4.041, 'start': 127.119, 'text': '가셨는데 아, 그래서 이거를 어디다'},
  {'duration': 5.439, 'start': 129.16, 'text': '써 먹어라고 조금 느끼시는 분들이'},
  {'duration': 6.24, 'start': 131.16, 'text': '많을 거 같아 가지고 사실은 이번에는'},
  {'duration': 5.161, 'start': 134.599, 'text': '제가 원래는 그냥 그렇게 하고 사실은'},
  {'duration': 4.44, 'start': 137.4, 'text': '끝내려고 했어요. 근데 이번에 제가'},
  {'duration': 5.32, 'start': 139.76, 'text': '아마 여러분들이 그동안 만들었던 뭐'},
  {'duration': 5.479, 'start': 141.84, 'text': '영화 사이트나 이런 것들을 조금'},
  {'duration': 4.439, 'start': 145.08, 'text': '활용하시면서음 최적화를 어떻게 해야'},
  {'duration': 3.92, 'start': 147.319, 'text': '하나라는 거를 조금 실제적으로 조금'},
  {'duration': 4.161, 'start': 149.519, 'text': '같이 개발하면서 보여 드리고 싶어'},
  {'duration': 4.921, 'start': 151.239, 'text': '가지고 이렇게 강의 영상을 준비하게'},
  {'duration': 4.72, 'start': 153.68, 'text': '되었습니다. 그래서 일단은 저 같은'},
  {'duration': 4.04, 'start': 156.16, 'text': '경우에는 이렇게 조금 프로젝트 세팅을'},
  {'duration': 3.88, 'start': 158.4, 'text': '미리 해 놨어요. 자, 어떤 거를'},
  {'duration': 5.08, 'start': 160.2, 'text': '조금 미리 해 놨냐면요. 일단은'},
  {'duration': 5.879, 'start': 162.28, 'text': '테일윈드 설치했고요. 그리고 뭐'},
  {'duration': 5.64, 'start': 165.28, 'text': '기본적인 프리티어나 ES터 세팅했고'},
  {'duration': 5.681, 'start': 168.159, 'text': '저는 일단은 번을 활용을 할 거고요.'},
  {'duration': 4.36, 'start': 170.92, 'text': '그리고 자 이렇게 묶기 사실이 부분'},
  {'duration': 4.64, 'start': 173.84, 'text': '여러분들 신경 안 쓰셔도 돼요.'},
  {'duration': 6.0, 'start': 175.28, 'text': '그래서이 부분 세팅을 했고 자 이렇게'},
  {'duration': 5.319, 'start': 178.48, 'text': '그냥 기본적으로 테일윈드 정도만'},
  {'duration': 4.56, 'start': 181.28, 'text': '세팅을 해 놨다라고 좀 여러분들이'},
  {'duration': 4.201, 'start': 183.799, 'text': '이해하시면 될 거 같습니다. 그리고'},
  {'duration': 4.28, 'start': 185.84, 'text': '테일윈드 기본 세팅 해 놓고 자'},
  {'duration': 3.92, 'start': 188.0, 'text': '이번에는 저는 3버전을 미리 세팅을'},
  {'duration': 3.52, 'start': 190.12, 'text': '해 놓기는 했는데 무시하셔도'},
  {'duration': 5.36, 'start': 191.92, 'text': '좋습니다. 4버전 쓰셔도 돼요.'},
  {'duration': 6.56, 'start': 193.64, 'text': '여러분들 하시는 것처럼. 근데 저는'},
  {'duration': 5.239, 'start': 197.28, 'text': '제가 쓰는 린트가 3버전에 조금 더'},
  {'duration': 4.36, 'start': 200.2, 'text': '적합하기 때문에 그렇게 했다. 그래서'},
  {'duration': 4.601, 'start': 202.519, 'text': '이렇게 해서 정말 테일윈드만 설치한'},
  {'duration': 5.319, 'start': 204.56, 'text': '프로젝트고 저는 번을 활용하기 했기'},
  {'duration': 6.759, 'start': 207.12, 'text': '때문에 번런댑을 이렇게 해 가지고'},
  {'duration': 5.92, 'start': 209.879, 'text': '켜시면은 저는 이렇게 헬로용 코딩'},
  {'duration': 4.801, 'start': 213.879, 'text': '이렇게 해 가지고 프로젝트가 나오는'},
  {'duration': 5.121, 'start': 215.799, 'text': '거 여러분들이 확인할 수 있습니다.'},
  {'duration': 4.8, 'start': 218.68, 'text': '저는 이거를 보면서 여러분들하고'},
  {'duration': 4.84, 'start': 220.92, 'text': '이번에 한번 최적화 부분 한번 같이'},
  {'duration': 4.24, 'start': 223.48, 'text': '진행을 해 보려고 합니다. 자,'},
  {'duration': 4.36, 'start': 225.76, 'text': '그래서 제가 어떤 식으로 조금 할까'},
  {'duration': 6.439, 'start': 227.72, 'text': '고민을 했는데 자,'},
  {'duration': 6.679, 'start': 230.12, 'text': '일단은 저희가이 부분을'},
  {'duration': 5.041, 'start': 234.159, 'text': '조금 홈페이지를 하나 만들어 볼게요.'},
  {'duration': 4.36, 'start': 236.799, 'text': '그래서 폴더에서 홈페이지 아,'},
  {'duration': 4.599, 'start': 239.2, 'text': '홈페이지가 아니죠. 페이지스라는'},
  {'duration': 2.64, 'start': 241.159, 'text': '폴더를 하나'},
  {'duration': 5.4, 'start': 244.28, 'text': '만들고 한번 조금 확대해서 같이 한번'},
  {'duration': 4.121, 'start': 247.239, 'text': '진행을 해 보겠습니다. 페이지스라는'},
  {'duration': 4.36, 'start': 249.68, 'text': '거를 만들고요. 저희 여기다'},
  {'duration': 4.64, 'start': 251.36, 'text': '홈페이지를 한번 같이 만들어 볼게요.'},
  {'duration': 4.159, 'start': 254.04, 'text': '자, 그래서 RFC 하신 다음에'},
  {'duration': 5.079, 'start': 256.0, 'text': '홈페이지 이렇게 진행을 하신 다음에'},
  {'duration': 4.56, 'start': 258.199, 'text': '이제 얘를 저는이 부분에 일단은 다'},
  {'duration': 3.68, 'start': 261.079, 'text': '제거를 해 줄 거고요. 홈페이지 그냥'},
  {'duration': 4.601, 'start': 262.759, 'text': '이렇게 직접 연결을 하겠습니다.'},
  {'duration': 5.761, 'start': 264.759, 'text': '라우팅 설정은 일단은 하지'},
  {'duration': 4.839, 'start': 267.36, 'text': '않을게요. 자, 그리고 일단은 제가'},
  {'duration': 5.36, 'start': 270.52, 'text': '조금 이번에 만들고 싶은 거는'},
  {'duration': 7.121, 'start': 272.199, 'text': 'TMDB를 좀 활용해 가지고'},
  {'duration': 6.68, 'start': 275.88, 'text': '영화 어떤 거를 조금 콜 콜뱅이나'},
  {'duration': 5.719, 'start': 279.32, 'text': '메모나 이런 것들을 조금 어떻게'},
  {'duration': 5.0, 'start': 282.56, 'text': '활용을 해야 프로젝트를 만들어야'},
  {'duration': 5.681, 'start': 285.039, 'text': '간단한 직관적으로 여러분들이 볼 수'},
  {'duration': 5.04, 'start': 287.56, 'text': '있을까 했을 때 무료로 조금 API를'},
  {'duration': 3.44, 'start': 290.72, 'text': '쓰는 그런 것들 그러니까 저희가'},
  {'duration': 3.48, 'start': 292.6, 'text': '이전에 했던 그 영화 페이지죠.'},
  {'duration': 3.28, 'start': 294.16, 'text': '여러분들이 조금 겹치는 부분이 많을'},
  {'duration': 3.119, 'start': 296.08, 'text': '거예요. 그래도 제가 이거는'},
  {'duration': 3.88, 'start': 297.44, 'text': '여러분들이 한번 스스로 직접 만들어'},
  {'duration': 3.881, 'start': 299.199, 'text': '보는 거를 추천드리는 거는 아마'},
  {'duration': 3.159, 'start': 301.32, 'text': '여러분들이 제 워크북 1주차부터'},
  {'duration': 3.88, 'start': 303.08, 'text': '10주차까지'},
  {'duration': 5.081, 'start': 304.479, 'text': '따라오시면서 한 방에 채화하신 분들도'},
  {'duration': 4.36, 'start': 306.96, 'text': '있겠지만 물론 대부분의 경우가 제'},
  {'duration': 3.639, 'start': 309.56, 'text': '생각에 한 번에 채화를 하지 못했을'},
  {'duration': 3.879, 'start': 311.32, 'text': '거라고 생각을 해요. 그래서 이렇게'},
  {'duration': 3.961, 'start': 313.199, 'text': '조금 같이 반복하면서 여러 번 만들어'},
  {'duration': 4.72, 'start': 315.199, 'text': '보는 과정이 필요하다고 생각을 해'},
  {'duration': 4.759, 'start': 317.16, 'text': '가지고 이렇게 준비를 한 점 양해'},
  {'duration': 3.72, 'start': 319.919, 'text': '부탁드리겠습니다. 자, 일단은 이렇게'},
  {'duration': 5.161, 'start': 321.919, 'text': '해 가지고 저희가 홈페이지를 하나'},
  {'duration': 5.361, 'start': 323.639, 'text': '만들어 볼 건데요. 자, 일단은 제가'},
  {'duration': 4.559, 'start': 327.08, 'text': '저도 지금 같이 라이브 코딩을 하는'},
  {'duration': 4.8, 'start': 329.0, 'text': '것기 때문에 어떤 거를 조금 만들려고'},
  {'duration': 4.241, 'start': 331.639, 'text': '하냐면요. 일단은 제가 조금 생각하는'},
  {'duration': 4.839, 'start': 333.8, 'text': '거는 일단은 검색 필터링을 만들'},
  {'duration': 5.0, 'start': 335.88, 'text': '거예요. 그리고 그 밑에 이제 영화'},
  {'duration': 4.161, 'start': 338.639, 'text': '무비들 이렇게 좀 그리드 형태로'},
  {'duration': 5.24, 'start': 340.88, 'text': '나오게 이렇게 만든 다음에 아마'},
  {'duration': 5.119, 'start': 342.8, 'text': '여러분들이 이거 서치 영화 검색할 때'},
  {'duration': 3.6, 'start': 346.12, 'text': '했었죠. 아마 디바운싱이나 이런 거'},
  {'duration': 3.4, 'start': 347.919, 'text': '할 때도 많이 했을 거고. 일단은'},
  {'duration': 4.199, 'start': 349.72, 'text': '디바운싱 이런 부분은 제가 적용은'},
  {'duration': 5.921, 'start': 351.319, 'text': '하지 않을게요. 그 검색 필터 부분,'},
  {'duration': 6.161, 'start': 353.919, 'text': '영화 무비, 검색어에 따라서 이제 그'},
  {'duration': 4.76, 'start': 357.24, 'text': '밑에 그리드 형태로 영화 뭐 10개나'},
  {'duration': 4.239, 'start': 360.08, 'text': '20개 뭐 이런 식으로 나올 수 있게'},
  {'duration': 4.479, 'start': 362.0, 'text': '할 거고요. 제가 이거를 미리 한번'},
  {'duration': 3.841, 'start': 364.319, 'text': '조금 생각을 해 봤는데 TMDB'},
  {'duration': 3.401, 'start': 366.479, 'text': 'API에서 충분히 제공을 해'},
  {'duration': 4.56, 'start': 368.16, 'text': '주더라고요. 그리고 이제이 영화'},
  {'duration': 5.92, 'start': 369.88, 'text': '무비를 좀 여러 개의 필터링을 겪을'},
  {'duration': 5.319, 'start': 372.72, 'text': '건데 일단은이 TMDB 사이트를'},
  {'duration': 3.88, 'start': 375.8, 'text': '들어가 보시면요. 제가 일단은'},
  {'duration': 4.28, 'start': 378.039, 'text': 'TMDB 한번 들어가 볼게요. 자,'},
  {'duration': 6.04, 'start': 379.68, 'text': 'TMDB 들어가 보시면은 여기 API'},
  {'duration': 3.401, 'start': 382.319, 'text': '문서 보시면은'},
  {'duration': 7.4, 'start': 390.16, 'text': '레퍼런스 그리고 아마 서치 부분에'},
  {'duration': 3.76, 'start': 393.8, 'text': '있었던 걸로 확인이'},
  {'duration': 5.961, 'start': 402.039, 'text': '되는데 서치에 무비 들어가시면은 자'},
  {'duration': 6.12, 'start': 405.24, 'text': '여기에 includ 그러니까 이게'},
  {'duration': 5.88, 'start': 408.0, 'text': '성인 그리고 뭐 언어 그리고 뭐'},
  {'duration': 4.679, 'start': 411.36, 'text': '개봉일 뭐 페이지 뭐 지역 이런게'},
  {'duration': 4.64, 'start': 413.88, 'text': '있는데 어 너무 많이 쓰면 좀'},
  {'duration': 4.72, 'start': 416.039, 'text': '그러니까 어 사실은 페이지는 저희가'},
  {'duration': 4.88, 'start': 418.52, 'text': '다뤄봤죠. 그래서 조금 필터링 하는'},
  {'duration': 4.44, 'start': 420.759, 'text': '것도 여러분들이 사실은 아마 데모데이'},
  {'duration': 4.32, 'start': 423.4, 'text': '할 때 충분히 하실 만해 가지고'},
  {'duration': 4.481, 'start': 425.199, 'text': '제가이 부분을 원래는 조금 이런'},
  {'duration': 3.919, 'start': 427.72, 'text': '검색어 같은 경우는 커리를 활용하는'},
  {'duration': 6.44, 'start': 429.68, 'text': '것도 좋아요. 그러니까 여기에 이런'},
  {'duration': 5.721, 'start': 431.639, 'text': '식으로 뭐 물음표 Q는 뭐 코난 뭐'},
  {'duration': 3.199, 'start': 436.12, 'text': '이런 식으로 해가지고 아마 이렇게'},
  {'duration': 4.32, 'start': 437.36, 'text': '코난이 안 뜰 거예요. 인코디드 해가'},
  {'duration': 4.44, 'start': 439.319, 'text': '인코딩해 가지고 뭐 약간 막 퍼센트'},
  {'duration': 3.28, 'start': 441.68, 'text': '막 이런 식으로 뭔가 막 나오는 걸로'},
  {'duration': 4.16, 'start': 443.759, 'text': '아마 아실'},
  {'duration': 4.6, 'start': 444.96, 'text': '텐데 이렇게 쿼리로 관리해도 되는데'},
  {'duration': 5.041, 'start': 447.919, 'text': '지금 예제를 조금 보여 드리기'},
  {'duration': 5.24, 'start': 449.56, 'text': '위해서는 뭐 상태로 이런 필터링들을'},
  {'duration': 3.959, 'start': 452.96, 'text': '객체 형태로 조금 관리하면은 보여'},
  {'duration': 3.679, 'start': 454.8, 'text': '드리기 좋을 것 같아 가지고 그 부분'},
  {'duration': 3.761, 'start': 456.919, 'text': '제가 한번 직접 보여 드리도록'},
  {'duration': 5.201, 'start': 458.479, 'text': '하겠습니다. 그래서 제가 직접 다룰'},
  {'duration': 5.28, 'start': 460.68, 'text': '부분은이 퀄리랑 인클루드 어트 그리고'},
  {'duration': 3.88, 'start': 463.68, 'text': '랭고이지 이렇게 세 개 위에 거 세'},
  {'duration': 3.88, 'start': 465.96, 'text': '개만 이렇게 한번 다뤄서 한번 진행을'},
  {'duration': 5.359, 'start': 467.56, 'text': '해 볼게요. 자, 한번 같이 한번 해'},
  {'duration': 6.0, 'start': 469.84, 'text': '보겠습니다. 자, 홈페이지 시작할'},
  {'duration': 6.12, 'start': 472.919, 'text': '거고요. 어, 일단은 영화 데이터부터'},
  {'duration': 5.88, 'start': 475.84, 'text': '조금 받아오면 좋겠어요. 그래서 한번'},
  {'duration': 4.501, 'start': 479.039, 'text': 'API 폴더를 하나 만들 거고요.'},
  {'duration': 3.52, 'start': 481.72, 'text': '그리고 여기서'},
  {'duration': 4.619, 'start': 483.54, 'text': '[음악]'},
  {'duration': 5.12, 'start': 485.24, 'text': '음, 엑시오스클라이언트.ts TS'},
  {'duration': 6.241, 'start': 488.159, 'text': '한번 똑같이 만들어 볼 거고요. 자,'},
  {'duration': 4.04, 'start': 490.36, 'text': '여기서 그러면은 저희는'},
  {'duration': 4.0, 'start': 494.599, 'text': '엑시오스를 깔아 줘야겠죠? 그리고'},
  {'duration': 4.401, 'start': 496.319, 'text': '엑시오스 깔아 주신 다음에 임포트'},
  {'duration': 5.121, 'start': 498.599, 'text': '엑시오스 프롬 엑시오스 이렇게 한번'},
  {'duration': 4.96, 'start': 500.72, 'text': '해 주고요. 그다음에 자 이대로'},
  {'duration': 4.72, 'start': 503.72, 'text': '이렇게 한번 해 보겠습니다. 자'},
  {'duration': 5.0, 'start': 505.68, 'text': '헤더스 필요 없고요. 여기서 기본값이'},
  {'duration': 5.36, 'start': 508.44, 'text': '어서라이제이션 제이슨이니까'},
  {'duration': 5.2, 'start': 510.68, 'text': '어서라이제이션 해 가지고'},
  {'duration': 4.08, 'start': 513.8, 'text': '베어러에음 이렇게 한번 해 볼게요.'},
  {'duration': 5.039, 'start': 515.88, 'text': '그리고 베이스 URL 같은 경우는이'},
  {'duration': 6.279, 'start': 517.88, 'text': 'TMDB 같은 경우는 일단은 여기까지'},
  {'duration': 5.761, 'start': 520.919, 'text': '한번 해 볼게요. 그래서'},
  {'duration': 4.881, 'start': 524.159, 'text': '얘를 이렇게 한번 해 줄 거고요.'},
  {'duration': 4.12, 'start': 526.68, 'text': '그리고 슬래시부터 이렇게 이제 하면'},
  {'duration': 3.479, 'start': 529.04, 'text': '되겠죠. 자,'},
  {'duration': 5.08, 'start': 530.8, 'text': '그다음에'},
  {'duration': 7.121, 'start': 532.519, 'text': '음, 여기 토큰이 조금 필요한 거'},
  {'duration': 5.48, 'start': 535.88, 'text': '같은데 비트 API 키가 아니라 비트'},
  {'duration': 4.48, 'start': 539.64, 'text': 'TNDB'},
  {'duration': 6.52, 'start': 541.36, 'text': '토큰 이렇게 한번 해 볼게요.'},
  {'duration': 6.52, 'start': 544.12, 'text': '그래서 이거 그대로 복사하셔'},
  {'duration': 4.36, 'start': 547.88, 'text': '가지고 다뎀부다 로컬 해도 되고'},
  {'duration': 4.639, 'start': 550.64, 'text': '일단은 다뎀부를 한번 해 볼게요.'},
  {'duration': 6.24, 'start': 552.24, 'text': '비트 TMDB 토큰은 자, 저희 토큰'},
  {'duration': 6.12, 'start': 555.279, 'text': '이렇게 복사하셔 가지고 넣어 주시면'},
  {'duration': 6.039, 'start': 558.48, 'text': '돼요. 그래서 이렇게 넣어 가지고 해'},
  {'duration': 5.961, 'start': 561.399, 'text': '주고 자 이렇게 넣어 주신 다음에 자'},
  {'duration': 4.921, 'start': 564.519, 'text': '그러고 엑시오스 클라이언트를 외부에서'},
  {'duration': 3.719, 'start': 567.36, 'text': '쓸 수 있게 익스포트 한번 해'},
  {'duration': 4.079, 'start': 569.44, 'text': '줄게요. 이거 사실 복습이니까'},
  {'duration': 5.241, 'start': 571.079, 'text': '여러분들 금방하실 수 있겠죠? 자'},
  {'duration': 4.521, 'start': 573.519, 'text': '그다음에 어 쿼리 활용해도 되긴'},
  {'duration': 4.24, 'start': 576.32, 'text': '하는데 저희 어차피 API 하나만'},
  {'duration': 5.72, 'start': 578.04, 'text': '호출할 거니까네 유즈 패치훅을 하나'},
  {'duration': 5.56, 'start': 580.56, 'text': '만들어 볼게요. 자 훅스 하나 만들어'},
  {'duration': 4.319, 'start': 583.76, 'text': '줄 거고요. 그래서 여기서'},
  {'duration': 4.44, 'start': 586.12, 'text': '유즈치.ts MTS 이렇게 하나'},
  {'duration': 5.041, 'start': 588.079, 'text': '만들어 주신 다음에 뭐 유즈 커스텀'},
  {'duration': 5.08, 'start': 590.56, 'text': '패치랑 똑같아요. 자, 그래서 콘스트'},
  {'duration': 4.76, 'start': 593.12, 'text': '유즈 패치 이렇게 만들어 주신 다음에'},
  {'duration': 4.52, 'start': 595.64, 'text': '어 제네릭그로 일단은 받을 거고'},
  {'duration': 4.92, 'start': 597.88, 'text': 'URL 스트링이고요. 자,'},
  {'duration': 4.359, 'start': 600.16, 'text': '옵션스는 어 저희가 엑셔스'},
  {'duration': 4.8, 'start': 602.8, 'text': '리quest스트 컨피그라는 걸 한번'},
  {'duration': 5.481, 'start': 604.519, 'text': '해 볼게요. 이게 뭐냐?'},
  {'duration': 4.12, 'start': 607.6, 'text': '여러분들이 이거를 한번 눌러 보시면은'},
  {'duration': 3.92, 'start': 610.0, 'text': '여러분들이 그 엑시오스 쓸 때 두'},
  {'duration': 4.48, 'start': 611.72, 'text': '번째 자리에 막 URL 메소드 이런'},
  {'duration': 3.8, 'start': 613.92, 'text': '걸 객체 형태로 넣잖아요. 그거에'},
  {'duration': 4.12, 'start': 616.2, 'text': '대한 타입이에요. 그러니까 두 번째'},
  {'duration': 4.84, 'start': 617.72, 'text': '자리에 들어가는 타입을 그냥 저희는'},
  {'duration': 5.28, 'start': 620.32, 'text': '액셔스 리퀘스트 컨피그로 그냥 명시를'},
  {'duration': 5.36, 'start': 622.56, 'text': '해 주겠다이 소리입니다. 그래서 여기'},
  {'duration': 3.76, 'start': 625.6, 'text': '이렇게 쓰는 것들 다 나와 있죠.'},
  {'duration': 4.12, 'start': 627.92, 'text': '자, 그래서 이렇게 저희가 한번'},
  {'duration': 5.68, 'start': 629.36, 'text': '정의를 해 주고 자, 그러면은 저희가'},
  {'duration': 4.88, 'start': 632.04, 'text': '이렇게 다 정의를 해 줬으니까 일단은'},
  {'duration': 4.479, 'start': 635.04, 'text': '화살표 함수니까 이렇게 한번 해 줄'},
  {'duration': 4.68, 'start': 636.92, 'text': '거고요. 자, 일단은 데이터는 셋'},
  {'duration': 4.601, 'start': 639.519, 'text': '데이터 이렇게 해가지고 유즈 스테이트'},
  {'duration': 4.2, 'start': 641.6, 'text': '이렇게 한 다음에 여기서 t 또는 널'},
  {'duration': 4.159, 'start': 644.12, 'text': '이렇게 해가지고 관리를 하나 해 줄'},
  {'duration': 6.08, 'start': 645.8, 'text': '거고요. 자, 그리고 에러도 이렇게'},
  {'duration': 7.081, 'start': 648.279, 'text': '한번 해 준 다음에 로딩도'},
  {'duration': 6.0, 'start': 651.88, 'text': '한번 이즈 로딩 셋 이즈 로딩 이렇게'},
  {'duration': 4.84, 'start': 655.36, 'text': '해 가지고 이렇게 분리언 이렇게 한번'},
  {'duration': 4.36, 'start': 657.88, 'text': '해 볼게요. 그리고 얘는 조금 내려'},
  {'duration': 5.0, 'start': 660.2, 'text': '놓을게요. 자, 이렇게 한 다음에'},
  {'duration': 4.68, 'start': 662.24, 'text': '자, 그다음에 저희가 이제이 데이터를'},
  {'duration': 4.28, 'start': 665.2, 'text': '실제로 호출을 해야겠죠. 그러니까'},
  {'duration': 4.96, 'start': 666.92, 'text': '우리가 외부에서 쓰는 거는 데이터'},
  {'duration': 4.359, 'start': 669.48, 'text': '에러 이제 로딩이 값이니까 이제'},
  {'duration': 4.0, 'start': 671.88, 'text': '여기서 실제로 얘네들을 데이터를'},
  {'duration': 4.841, 'start': 673.839, 'text': '불러오고 이런 것들을 해 줘야겠죠.'},
  {'duration': 5.519, 'start': 675.88, 'text': '자, 유지 이펙트 한번 해 줄게요.'},
  {'duration': 6.12, 'start': 678.68, 'text': '그래서 마운트될 때 한번 실행되니까'},
  {'duration': 5.68, 'start': 681.399, 'text': '이렇게 해 주는데 근데 우리는 얘가'},
  {'duration': 4.479, 'start': 684.8, 'text': 'URL이나 뭔가 옵션들이 바뀔'},
  {'duration': 5.081, 'start': 687.079, 'text': '때마다이 유지에펙트가 계속해서'},
  {'duration': 5.68, 'start': 689.279, 'text': '실행되길 원해요. 그죠? 그래서'},
  {'duration': 6.0, 'start': 692.16, 'text': '일단은 URL 옵션스 이렇게 하기는'},
  {'duration': 5.601, 'start': 694.959, 'text': '할 건데. 자, 일단은 일단은 한번'},
  {'duration': 4.76, 'start': 698.16, 'text': '여기만 빈디펜던시로 한번 넣어'},
  {'duration': 4.88, 'start': 700.56, 'text': '볼게요. 자, 이렇게 넣어'},
  {'duration': 4.64, 'start': 702.92, 'text': '보고 자, 그다음에 저희가 여기서'},
  {'duration': 4.28, 'start': 705.44, 'text': '어떤 거를 해야 하냐면 컨스트 패치'},
  {'duration': 5.04, 'start': 707.56, 'text': '데이터 이렇게 해서 여기 제대로 지금'},
  {'duration': 5.799, 'start': 709.72, 'text': '해 준 거 같은데 코파일럿이 여기서는'},
  {'duration': 5.16, 'start': 712.6, 'text': '에러단 메시지를 원래는 여기다 에러'},
  {'duration': 4.841, 'start': 715.519, 'text': '타입 이렇게 받아 가지고 해 주면은'},
  {'duration': 5.24, 'start': 717.76, 'text': '되기는 하는데 어, 여기는 그냥 에러'},
  {'duration': 6.159, 'start': 720.36, 'text': '메시지 하지 말고요. 네. 여기다'},
  {'duration': 5.68, 'start': 723.0, 'text': '어 데이터를 가져오는데 에러가'},
  {'duration': 4.721, 'start': 726.519, 'text': '발생했습니다. 이렇게 해 줄 거고요.'},
  {'duration': 4.92, 'start': 728.68, 'text': '일단은 코파일럿을 저희가 조금'},
  {'duration': 5.159, 'start': 731.24, 'text': '활용하기는 했는데이 에러 안 쓰니까'},
